time_bjd,raw_flux,clean_flux
1325.3636262377604,1.000029,0.8734343
1325.3650151075826,0.99994105,1.0287672
1325.366403977287,0.99988425,0.95774543
1325.3677928471084,0.99977934,1.030871
1325.3691817169306,0.9999834,1.1429664
1325.3705705867512,0.99990046,1.1656978
1325.3719594565728,0.99979424,0.8927339
1325.373348326395,0.9998814,1.1938788
1325.3747371962163,0.99994963,1.165313
1325.3761260660376,0.9998675,0.9534302
1325.3775149358592,1.0000268,1.1894966
1325.3789038056807,0.9999285,1.3378814
1325.380292675502,0.99991953,0.905007
1325.3816815454397,0.9999104,0.99981713
1325.383070415262,1.000045,1.0824441
1325.3844592850835,0.99983925,0.97707844
1325.3858481550205,0.999893,0.91270673
1325.3872370248428,0.9998484,1.1332532
1325.3886258947805,0.999965,0.98173714
1325.3900147646013,0.9998909,0.94951445
1325.39140363454,0.99992436,1.0475383
1325.3927925043613,0.99983054,1.1594466
1325.3941813742986,0.9998809,0.9614378
1325.3955702442372,0.999945,1.0139393
1325.396959114175,0.9998349,0.8915865
1325.3983479841122,0.99992174,0.9621469
1325.3997368539342,1.0001204,1.0155352
1325.4011257238726,0.99981284,1.1756467
1325.4025145938099,0.9999898,0.97412145
1325.4039034637476,1.0000362,0.92787915
1325.4052923336862,0.9999565,0.9005536
1325.40668120374,0.9999438,1.1950186
1325.4080700736777,0.9999405,0.9709147
1325.4094589436163,1.0000756,1.2464366
1325.410847813554,0.9999771,0.8863439
1325.4122366836084,0.9998483,0.8269809
1325.4136255535464,0.99967647,1.0353816
1325.415014423484,0.99973154,1.1054343
1325.4164032935382,0.99971396,0.9687881
1325.4177921634764,0.9998839,1.1522032
1325.4191810335312,0.99980044,1.1518345
1325.4205699034692,0.99985164,0.79412234
1325.4219587735226,0.99995047,0.91033626
1325.4233476435775,1.0000027,0.9139813
1325.4247365135154,0.9999475,0.84251344
1325.426125383569,0.9999834,1.0321432
1325.427514253624,0.9998557,1.0715884
1325.4289031236783,0.9999309,0.9245653
1325.4302919937318,0.99989945,1.0479826
1325.4316808637868,0.9999819,0.9477332
1325.433069733841,0.99999315,1.1263597
1325.4344586038947,0.9998351,0.9512938
1325.4358474739497,0.9999185,0.870874
1325.4372363440045,0.99984735,1.0236794
1325.438625214058,0.99971545,1.2089988
1325.440014084229,0.9999618,0.95843035
1325.4414029542838,1.0000061,1.0258507
1325.4427918243373,0.9999741,1.0418011
1325.444180694508,0.9997963,1.154185
1325.445569564563,0.99980426,1.1530482
1325.446958434733,0.99985963,1.2145464
1325.4483473047871,0.99961746,0.9822756
1325.4497361749586,0.99966997,1.0351117
1325.4511250450128,0.9996243,0.9079716
1325.4525139151838,0.9995868,1.2972671
1325.4539027853543,0.9995619,1.1027169
1325.4552916554094,0.9996248,1.0742462
1325.45668052558,0.999637,0.9450409
1325.45806939575,0.9996828,0.8796298
1325.4594582659213,0.99957645,1.038899
1325.460847136092,0.99978715,1.1488692
1325.462236006262,0.99962497,1.070229
1325.4636248764332,0.9995632,0.98631287
1325.4650137466042,0.99963903,0.97845185
1325.466402616774,0.99956745,1.062725
1325.4677914869453,0.99979097,0.9338852
1325.469180357116,0.99969304,0.76911795
1325.470569227286,0.9996121,1.28288
1325.4719580975739,0.9994642,0.93910366
1325.4733469677453,0.99947894,1.0491793
1325.4747358379152,0.9995614,0.8916669
1325.4761247082024,0.9996229,1.42129
1325.4775135783739,0.99979156,0.7582778
1325.4789024486602,0.9996074,0.94584644
1325.480291318831,0.9996538,0.9309826
1325.4816801891186,0.99954,1.084514
1325.483069059405,0.9996846,0.8457341
1325.4844579295757,0.9995078,1.1774175
1325.4858467998633,0.99976647,0.8695406
1325.4872356701499,0.99987763,0.8796058
1325.4886245404368,0.9995785,0.98814034
1325.4900134106083,0.9996862,1.1419383
1325.4914022808962,0.999634,1.1082451
1325.4927911511832,0.9996009,1.1013349
1325.4941800214697,0.9996909,0.9864565
1325.4955688917576,0.9996141,1.2158967
1325.4969577620445,0.99955523,0.9296242
1325.498346632331,0.9996824,0.92059755
1325.4997355027353,0.9994353,0.94766057
1325.5011243730223,0.9994928,1.2472988
1325.5025132433088,0.99971515,1.1379112
1325.5039021135965,0.9996924,0.8397923
1325.505290984,0.9998623,1.0710739
1325.5066798542864,0.9994822,1.2076725
1325.508068724574,0.9997225,0.7969434
1325.5094575949784,0.9995987,1.1348133
1325.5108464652649,0.999688,1.0870986
1325.5122353356683,0.999733,1.0191687
1325.5136242059561,0.9996003,1.0155455
1325.515013076359,0.9996884,0.979004
1325.5164019467625,0.9997618,0.8779007
1325.5177908170504,0.9999237,0.9735522
1325.519179687453,0.99954534,1.197069
1325.5205685578567,0.9998633,0.78132236
1325.521957428261,0.99962544,1.0421289
1325.5233462986637,0.9996434,1.1887095
1325.5247351689509,0.9997585,1.031911
1325.526124039355,0.99957764,1.1597279
1325.5275129097586,0.9996967,0.81753683
1325.528901780162,0.99966913,0.97318316
1325.5302906505653,0.9996268,0.95030063
1325.531679521086,0.99955505,1.1107577
1325.5330683914895,0.99979275,0.9653863
1325.5344572618924,0.9996325,1.0303099
1325.5358461322967,0.9995122,0.955523
1325.5372350027,0.9996663,0.98492026
1325.5386238732194,0.9995995,1.0758824
1325.5400127436237,0.999666,1.1420989
1325.5414016141435,0.9997638,0.7730082
1325.5427904845465,0.9996627,1.0104741
1325.5441793549508,0.99981624,1.0880893
1325.5455682254712,0.99945784,0.94148004
1325.5469570959904,0.99987286,1.0251546
1325.548345966394,0.9999737,0.98801315
1325.5497348369145,0.9998868,0.93401396
1325.5511237074338,0.9998548,0.80037695
1325.5525125778372,0.999654,0.9036509
1325.553901448358,0.99984276,1.0785631
1325.5552903188773,0.9996159,1.0770977
1325.556679189397,0.99987686,0.7751267
1325.5580680599178,0.9995584,0.86202735
1325.5594569303212,0.9995037,0.98845875
1325.5608458008412,0.99977064,1.1133839
1325.5622346713612,0.99993694,0.9358554
1325.5636235419975,1.000077,0.95315975
1325.5650124125173,0.99989504,1.0415708
1325.5664012830373,0.9996496,1.2051163
1325.5677901535573,1.0001036,0.79859835
1325.5691790240771,1.0000179,1.0235003
1325.5705678945972,0.9999923,0.9806222
1325.571956765234,0.9999796,1.2144476
1325.573345635754,1.0000557,0.8031057
1325.5747345062732,0.99989676,1.1492687
1325.5761233769103,1.0000856,1.0648084
1325.577512247431,0.99995166,1.0504204
1325.5789011180666,0.9999624,1.0405205
1325.5802899885866,1.0000626,0.8687115
1325.5816788592238,1.0000917,0.9849118
1325.5830677297429,0.9999339,1.0406537
1325.5844566003793,1.000032,0.973088
1325.5858454710162,0.9999987,1.0648092
1325.5872343415353,1.000005,1.0255867
1325.5886232121718,0.99995375,0.8123234
1325.5900120828087,0.9999726,0.966172
1325.5914009534445,1.0000551,0.8977903
1325.5927898240807,1.0001116,0.9947132
1325.5941786946014,1.0001162,0.9635655
1325.5955675652378,0.99998045,0.95374286
1325.5969564358743,1.000191,0.96816456
1325.5983453065105,1.000001,0.9652642
1325.5997341771467,1.0000447,0.94810283
1325.6011230478996,1.000049,1.0293671
1325.602511918536,1.0001322,0.93843687
1325.6039007891723,1.0001494,1.059089
1325.6052896598087,1.0002549,0.93618596
1325.6066785304452,0.99994624,0.87318134
1325.6080674011985,1.000187,0.93705964
1325.609456271835,1.0000519,0.9552914
1325.6108451424705,0.99981296,1.0575125
1325.6122340132238,0.9999483,0.8542244
1325.613622883861,1.00007,0.9610582
1325.615011754613,1.0001298,0.89860666
1325.6164006252493,0.999921,0.7945327
1325.6177894960028,1.0001615,1.0542965
1325.6191783666386,0.99993813,0.9141235
1325.6205672373912,1.000293,1.1069868
1325.6219561080284,1.0001268,0.9424399
1325.6233449787803,1.0001434,0.96515286
1325.6247338495332,1.000036,0.91364366
1325.6261227202867,1.0000433,1.0249274
1325.6275115909223,0.99982154,1.2390848
1325.6289004616751,1.0000293,0.9590586
1325.6302893324284,0.9999335,1.0662444
1325.6316782031813,0.9997573,1.0147744
1325.633067073934,0.99983287,0.8775017
1325.6344559446866,0.9999408,1.12277
1325.6358448154394,1.000254,0.98439825
1325.6372336861923,1.0002427,0.915076
1325.638622556945,0.99995285,0.9305182
1325.6400114276978,0.999952,0.90599763
1325.641400298567,0.9999733,0.966925
1325.6427891693197,1.0000074,1.0616453
1325.6441780400723,0.9998476,1.0241461
1325.6455669108252,0.9999028,1.0035144
1325.6469557816945,0.99983925,0.8492307
1325.6483446524478,0.99990225,0.97225535
1325.6497335232011,1.0000738,0.9384884
1325.6511223940697,1.0000625,0.906946
1325.6525112648226,1.0000709,1.0240926
1325.6539001356923,1.0001123,1.007723
1325.6552890064445,0.99995273,0.90228486
1325.6566778773135,1.000043,0.8282219
1325.658066748067,0.9999391,0.9694184
1325.6594556189357,1.0000787,0.8997315
1325.6608444898047,1.0002232,1.0194373
1325.6622333605583,0.9999896,0.94892794
1325.6636222314269,1.0001949,0.9690354
1325.665011102296,0.9999369,0.9566702
1325.6663999731659,0.9999419,0.955707
1325.6677888439185,0.9999894,1.1357201
1325.6691777147876,0.99987143,1.0164884
1325.6705665856568,0.99997526,1.0293759
1325.6719554565261,0.9999309,1.0348479
1325.6733443273952,0.99993783,1.08
1325.6747331982644,0.9998731,0.9042462
1325.6761220691337,0.99996823,0.8184977
1325.6775109400028,1.000039,1.0300503
1325.6788998108718,1.0000783,0.8660183
1325.6802886818575,1.0000473,0.92400205
1325.6816775527273,1.0000486,0.86569375
1325.6830664235965,0.9998104,1.0902934
1325.684455294465,0.9995777,0.9852661
1325.6858441653349,0.9999918,1.1630988
1325.6872330363205,1.0000987,0.9543982
1325.6886219071898,0.99986565,1.0994037
1325.690010778176,1.0001436,0.9180276
1325.6913996490443,0.99994045,1.0072483
1325.6927885199136,1.0001824,0.94405687
1325.6941773908998,1.0000559,1.048246
1325.6955662617684,0.999915,0.8929362
1325.6969551327538,0.9998899,1.1336601
1325.6983440037402,0.999945,0.9136318
1325.6997328746095,1.00011,1.0499979
1325.7011217455952,1.0000665,0.8318708
1325.7025106165806,1.0000638,1.0326849
1325.7038994874497,1.0000768,0.94960487
1325.7052883584354,0.9999622,0.94463205
1325.706677229421,1.000233,1.0272605
1325.7080661004065,1.0001403,0.9481516
1325.7094549712758,0.99991053,0.99186075
1325.7108438422615,0.99991685,0.9890183
1325.712232713247,0.99989027,0.91246516
1325.7136215842324,0.9998849,0.99907434
1325.7150104552181,0.9998961,1.029789
1325.7163993262038,0.9999564,1.2610992
1325.71778819719,0.99997014,0.9016636
1325.7191770681757,1.0000783,1.0712367
1325.7205659391607,1.0000572,0.8733296
1325.7219548102632,0.9999796,1.0123951
1325.723343681249,1.0000008,0.94419235
1325.7247325522337,1.0001574,0.97682214
1325.7261214232199,0.9999933,1.0590051
1325.727510294322,0.9998703,0.9359348
1325.7288991653077,1.0000758,0.95380783
1325.7302880362938,1.0002005,0.87333244
1325.731676907395,0.9999911,0.9399191
1325.733065778381,1.0000437,0.8183576
1325.734454649367,0.9999533,1.0163707
1325.7358435204692,0.99989295,1.0294127
1325.7372323914547,1.0000231,0.8295968
1325.7386212625565,0.99992037,0.86289954
1325.7400101335422,1.0000234,0.91554576
1325.7413990046443,0.9998828,0.8598926
1325.7427878757462,1.0000517,1.0985992
1325.744176746732,0.99974173,1.2119293
1325.745565617834,1.0002061,0.9984938
1325.746954488936,0.99999195,1.0040495
1325.7483433599214,0.9999851,1.1189998
1325.7497322310235,0.99989665,0.91798127
1325.7511211021256,0.9998427,0.96411616
1325.7525099732275,1.0000522,1.298426
1325.7538988443303,0.99998987,0.8416583
1325.7552877154321,1.0000634,0.8486625
1325.7566765865336,0.9998975,0.98537254
1325.7580654576363,1.0000763,1.0200369
1325.7594543287382,0.99989146,0.8818637
1325.7608431998397,0.9999875,1.0038109
1325.7622320709422,0.9999446,1.0292491
1325.7636209420443,0.99999684,1.0276488
1325.7650098131455,0.9999321,1.1818777
1325.766398684248,0.9997948,1.0162929
1325.7677875553504,0.9999317,1.0875722
1325.7691764264523,0.9999386,1.1184012
1325.7705652976715,1.0004884,0.9239682
1325.7719541687734,1.0000474,1.0159639
1325.7733430398753,0.9999907,0.89114594
1325.7747319110938,1.0000634,0.9978272
1325.776120782196,1.000051,1.1829119
1325.7775096532978,1.0000691,0.97253454
1325.7788985245163,1.0000416,1.0622884
1325.7802873956184,1.000158,1.0170591
1325.7816762668367,1.0001161,1.0729117
1325.7830651379386,0.99996203,1.1133153
1325.7844540091571,0.9998928,0.8240614
1325.7858428802597,0.9999482,0.99586785
1325.7872317514782,1.0000602,0.93047595
1325.7886206226958,1.0001013,1.0033574
1325.7900094937986,1.0003049,0.95429504
1325.7913983650171,1.0000337,0.995288
1325.7927872362347,1.0000037,0.9800383
1325.7941761073375,1.0000001,0.9081827
1325.7955649785558,1.0001781,0.9776578
1325.7969538497737,1.000038,1.1519625
1325.7983427209929,0.9997675,1.0207902
1325.7997315922112,0.9999514,0.9223119
1325.801120463429,0.9999254,1.0977457
1325.8025093345318,1.000019,1.0397153
1325.8038982057508,1.000032,1.1138204
1325.8052870769693,1.000041,1.1417426
1325.8066759481876,1.0001854,0.9376023
1325.808064819406,0.99992776,1.1942238
1325.8094536907408,1.0001329,0.9938147
1325.8108425619594,0.9999838,0.85740745
1325.8122314331777,1.0001156,1.0659554
1325.813620304396,1.0000254,0.90494347
1325.8150091756147,1.0001011,1.037598
1325.816398046833,1.0000772,1.0803689
1325.8177869181677,1.0000854,1.0448459
1325.8191757893862,0.99970317,0.8068847
1325.8205646606048,0.99993134,1.3913673
1325.8219535318237,1.0001298,1.042034
1325.8233424031587,1.0000626,1.0215174
1325.8247312743765,0.9998484,1.0976948
1325.826120145712,1.0000736,0.92835164
1325.8275090169304,1.0000476,1.0384814
1325.828897888148,1.0001538,0.8736754
1325.8302867594834,0.99987805,1.1482545
1325.831675630702,1.0001047,1.0220817
1325.833064502036,0.9999597,1.0472014
1325.8344533733716,0.99988157,0.9446167
1325.83584224459,1.0000618,1.0817022
1325.8372311159242,1.0001117,1.1649224
1325.8386199871434,0.9999816,0.9496586
1325.840008858479,1.0000055,0.9440681
1325.841397729813,1.0001812,1.189181
1325.842786601148,1.0000771,0.9700477
1325.844175472367,1.0000325,1.0203502
1325.8455643437019,1.0000981,1.0913898
1325.8469532150366,1.0000277,0.8166045
1325.8483420863713,1.0001781,0.99484646
1325.8497309577065,0.99990416,1.0358396
1325.8511198290412,0.99999,0.9445084
1325.852508700376,1.0000237,1.0011109
1325.8538975717108,0.99992555,0.9798434
1325.8552864429294,0.9998859,0.907332
1325.8566753143805,1.0001117,0.9602737
1325.858064185716,1.000039,0.91670364
1325.8594530570508,1.000136,1.1882595
1325.860841928385,1.0000863,1.0159457
1325.8622307997207,0.9999589,1.0715255
1325.8636196710554,1.0002037,1.0371175
1325.8650085423897,1.0000232,1.1660134
1325.866397413725,1.0001,1.0827445
1325.8677862851764,1.0001829,0.9753331
1325.8691751565104,0.99980545,0.94593596
1325.8705640278458,1.0000341,1.0104396
1325.8719528991815,0.9999614,0.95383143
1325.8733417706321,0.9997889,1.0931041
1325.8747306419668,0.999887,1.0601064
1325.8761195133025,0.99998194,1.0098943
1325.8775083847531,0.99986935,0.8999075
1325.8788972560878,0.9999699,1.1001829
1325.8802861275399,1.0000856,0.99096036
1325.881674998874,0.99992055,1.1178042
1325.8830638703253,0.99992186,1.0827593
1325.8844527416609,1.0000398,0.97426045
1325.885841613112,0.9998363,0.9284664
1325.8872304844467,1.0001365,1.208481
1325.888619355898,1.0000654,1.0149819
1325.8900082273499,1.0000657,1.026182
1325.8913970986848,1.000083,1.002938
1325.8927859701353,1.000032,1.0503787
1325.8941748415873,1.0000063,1.0152882
1325.8955637130387,1.0000887,1.0787196
1325.8969525843727,1.0001104,1.0308361
1325.8983414558247,0.9998448,1.107021
1325.8997303272758,0.99997884,0.9380849
1325.9011191987265,1.0000254,1.2740484
1325.9025080701786,1.0002352,0.85384494
1325.9038969416297,1.0000936,1.077967
1325.905285812964,1.0001141,0.9489645
1325.906674684416,1.0001986,1.0111178
1325.9080635558678,1.0001887,1.1500639
1325.9094524273182,1.0001128,1.0749817
1325.9108412987696,1.0000618,1.091102
1325.9122301702214,1.0001754,0.93838215
1325.913619041672,1.0002651,0.93845546
1325.9150079132396,1.0000799,1.0261176
1325.9163967846916,0.99995595,1.1530027
1325.9177856561423,1.0000215,0.9786174
1325.9191745275934,0.9998115,1.0775385
1325.9205633990455,1.0001694,1.0922464
1325.9219522704961,0.9999201,1.0808597
1325.9233411420637,1.000096,1.0164288
1325.9247300135157,1.0001426,1.0338786
1325.9261188849675,0.9999436,1.0261945
1325.9275077565353,0.999825,1.0586971
1325.9288966279858,0.9997223,0.96084696
1325.9302854994376,1.0001153,1.1915029
1325.9316743710056,1.0001708,0.9417496
1325.933063242456,1.0001749,0.98150253
1325.9344521139078,1.0000511,0.98623455
1325.9358409854756,0.99986273,1.195648
1325.937229856926,1.0000652,1.0512513
1325.9386187284945,0.9999274,1.2045549
1325.9400075999456,0.999995,0.9544358
1325.9413964715127,0.9998503,0.8741065
1325.9427853430811,1.0001718,1.2693578
1325.9441742145332,1.0001316,0.92419785
1325.9455630861,1.0003533,0.9760512
1325.9469519575514,1.0000536,1.1557438
1325.9483408291196,1.000224,1.013109
1325.9497297006865,1.0000257,0.9038141
1325.9511185722542,1.0002332,1.0565591
1325.952507443706,1.0000795,1.0780193
1325.9538963152731,1.0001988,1.1057436
1325.955285186841,0.99990296,0.9955175
1325.9566740584091,1.0001415,1.0788158
1325.958062929977,1.0000334,0.9091276
1325.9594518014283,1.0000589,1.1590841
1325.9608406729958,1.0001138,1.1877452
1325.9622295445633,0.9998784,0.92390436
1325.9650072876989,1.0000144,1.4550377
1325.9663961592673,1.0001103,1.2402719
1325.9677850308349,0.9996919,1.2931625
1325.969173902402,1.000098,0.93902045
1325.9705627739702,1.0001576,1.0838914
1325.971951645538,1.0001693,0.9881574
1325.9733405171048,0.99978983,0.8145331
1325.974729388673,1.0000302,1.2910979
1325.9761182602415,0.9998104,1.0447206
1325.977507131925,1.0000414,1.0269953
1325.9788960034925,1.0000665,1.130176
1325.980284875061,1.0000618,1.0462422
1325.981673746628,0.9998948,0.9610709
1325.983062618312,1.0000646,0.98733866
1325.9844514898805,0.9999257,1.3193201
1325.9858403614473,1.0001748,0.8731408
1325.9872292330151,1.000046,0.9819913
1325.9886181047,1.000025,1.2051543
1325.9900069762668,1.0000403,1.0627292
1325.9913958478346,1.0000167,1.0307271
1325.9927847195192,1.0001572,0.96488774
1325.994173591087,1.0000422,1.0224028
1325.995562462771,1.0000513,1.0684296
1325.9969513343385,1.0001068,1.1886889
1325.9983402060227,0.99998116,0.91434723
1325.9997290775905,0.99989796,1.0919913
1326.0011179492744,1.000057,0.9936174
1326.0025068208429,0.99979526,1.0503514
1326.0038956925268,0.9999417,1.0997494
1326.0052845642103,1.0000681,1.0573293
1326.0066734357788,0.99999213,1.0422494
1326.0080623074628,0.99985,1.1748705
1326.0094511790298,0.9999849,1.0116117
1326.0108400507147,0.9998992,1.1315919
1326.0122289223993,0.999989,1.1068988
1326.0136177940826,0.99989396,1.0790249
1326.0150066656504,0.99994916,1.153696
1326.016395537335,1.000086,1.0902851
1326.0177844090185,1.0000343,1.0103381
1326.0191732807025,0.99993545,1.0589378
1326.0205621523874,1.0000132,1.0999869
1326.0219510239544,1.0001131,0.94300985
1326.0233398956384,1.0000961,1.1358815
1326.0247287673233,1.000283,1.0272262
1326.0261176390072,1.0000244,1.0855491
1326.0275065106914,1.0000498,0.977494
1326.0288953823756,1.0001647,1.0037082
1326.0302842540596,0.99998695,1.0946704
1326.0316731257435,1.000041,1.1802031
1326.0330619974277,1.0000899,1.1187917
1326.0344508691119,1.0001994,0.94416535
1326.0358397407958,1.000072,1.0335689
1326.03722861248,1.0001464,1.2215525
1326.0386174841642,0.99996936,1.1587313
1326.0400063558482,0.99990606,1.1458831
1326.0413952276485,0.9998521,1.0490383
1326.0427840993334,1.0000517,1.0515746
1326.0441729710183,1.000105,0.998742
1326.0455618427015,1.0000567,1.0191073
1326.0469507143857,0.99984664,1.1267234
1326.048339586187,0.9998548,1.0053986
1326.0497284578703,0.99997014,0.8958137
1326.0511173295545,1.0001838,1.0423578
1326.0525062013555,0.99993575,1.1145974
1326.0538950730388,1.000032,1.0386202
1326.055283944723,1.0001928,1.0442234
1326.056672816524,1.0001136,1.0678941
1326.0580616882075,1.0000147,1.0664296
1326.0594505598915,1.0001814,1.0594445
1326.0608394316928,1.0000868,1.1311533
1326.062228303377,1.0000665,1.1178476
1326.0636171751776,1.0001854,1.0290897
1326.0650060468615,1.0001808,1.1215502
1326.066394918662,1.0001478,1.0247964
1326.067783790346,1.000093,1.0801721
1326.0691726621467,1.0002899,1.0275693
1326.0705615338306,1.0001556,0.9976388
1326.0719504056312,1.0001585,1.3664962
1326.0733392774318,0.99999464,0.96089685
1326.0747281491158,1.0000271,0.8726626
1326.0761170209162,1.0000895,1.0108699
1326.0775058927168,1.0001427,0.8948561
1326.078894764401,1.0001103,1.1058468
1326.0802836362022,1.0002414,1.0545626
1326.0816725080026,0.99986637,1.0279886
1326.083061379803,1.0001959,0.96618474
1326.0844502514879,1.0000975,0.9876064
1326.0858391232878,1.0002437,1.228044
1326.0872279950881,1.0001769,1.1977683
1326.0886168668894,1.0000354,1.0847768
1326.0900057386891,1.0000066,0.99739444
1326.0913946103733,0.99991,0.9400394
1326.0927834821746,1.0000103,1.0997663
1326.094172353975,0.9999475,1.0512685
1326.0955612257753,1.0000756,1.027673
1326.096950097576,0.999939,0.8706734
1326.0983389693765,0.99998325,1.0703084
1326.099727841177,0.999818,1.1987749
1326.1011167129773,0.9999774,1.0865964
1326.1025055847779,1.000046,0.9775865
1326.1038944565785,1.0002412,1.2612044
1326.1052833283788,0.9999311,1.0024022
1326.1066722001794,1.0001949,0.9403132
1326.10806107198,1.0000998,1.2792598
1326.1094499437804,1.0000051,1.0557055
1326.1108388156972,1.000041,1.1346377
1326.1122276874985,1.0000478,1.0637426
1326.1136165592989,1.0003054,0.9987496
1326.1150054310988,1.0001881,1.1768954
1326.1163943029,1.0000321,1.1064966
1326.1177831747004,0.9999761,1.1217438
1326.1191720466168,1.0000383,1.1374515
1326.120560918418,1.0000136,1.0764087
1326.1219497902184,1.0000697,1.0690352
1326.1233386621352,1.0000452,0.92427146
1326.1247275339365,0.9999014,1.2097375
1326.1261164057364,1.0003021,0.9370805
1326.1275052775368,0.9999744,1.3985587
1326.1288941494545,1.0000567,0.77452487
1326.1302830212549,1.0003229,1.0873717
1326.1316718931719,0.9998497,1.0096264
1326.1330607649725,1.000048,0.97840476
1326.1344496368893,1.0001184,1.0998713
1326.1358385086896,1.0000395,1.0694305
1326.1372273804902,1.0000849,1.1601776
1326.1386162524072,1.0000935,0.91077137
1326.1400051242076,1.0002382,1.1086825
1326.1413939961246,0.99978566,1.077608
1326.1427828680416,0.99999547,0.94828755
1326.1441717398427,1.0000769,1.2274528
1326.1455606117597,1.0001932,1.0794415
1326.1469494835594,1.0003679,1.1955951
1326.1483383554769,1.0001576,0.87304807
1326.149727227394,1.0001028,1.0593917
1326.1511160991936,1.0001723,0.95411146
1326.1525049711113,1.0001174,1.2243313
1326.1538938430283,1.0001003,1.034575
1326.155282714828,1.0001961,1.0714473
1326.1566715867457,0.99970293,1.1068562
1326.1580604586625,1.0000019,1.0146433
1326.1594493304624,0.9999617,0.9363037
1326.16083820238,1.0001626,1.0893167
1326.1622270742978,1.0000507,1.041371
1326.1636159462146,0.99988055,1.0658631
1326.1650048181314,0.9999761,1.1919729
1326.166393689932,1.000233,1.0064998
1326.167782561849,0.999931,1.135233
1326.1691714337658,0.9999715,1.1046585
1326.1705603056826,1.0002171,1.1428236
1326.1719491775996,0.9999928,0.9197539
1326.1733380495166,1.0000215,1.2773172
1326.1747269214334,1.0001855,1.097624
1326.1761157933504,0.9999548,1.0383562
1326.1775046652674,0.9999512,1.093707
1326.1788935371842,0.99993277,1.1108521
1326.180282409102,1.0000693,1.2277896
1326.1816712810187,0.999805,1.1429553
1326.183060152935,1.0000236,1.1522722
1326.1844490248527,0.99996406,0.9660777
1326.1858378967695,1.000108,1.2674707
1326.1872267686858,0.99991935,1.0721204
1326.1886156406033,1.0001241,0.93144786
1326.1900045125203,1.0001842,1.1804653
1326.1913933845528,1.0000905,1.0349404
1326.1927822564703,1.0000035,0.98442125
1326.1941711283873,0.99997455,1.2211956
1326.1955600003034,1.0000254,0.7824888
1326.1969488722211,1.0000062,1.0806776
1326.1983377442552,1.000026,1.1639686
1326.199726616172,1.0001196,1.1063758
1326.201115488089,1.0001216,1.2421116
1326.202504360006,0.9998371,0.93264496
1326.2038932320393,1.000253,1.1143396
1326.205282103956,0.9999867,1.1650419
1326.206670975873,1.0000074,1.1403681
1326.2080598479065,1.0001174,1.1960531
1326.2094487198233,1.0002663,1.0525538
1326.2108375917403,1.0001851,1.1767576
1326.2122264637742,1.0000573,1.217409
1326.2136153356912,0.9999125,1.1787765
1326.2150042076073,1.0001733,1.1113251
1326.2163930796414,1.0001625,1.144584
1326.2177819515582,0.99987423,0.79069495
1326.219170823591,1.0001336,1.2662759
1326.2205596955087,0.9999719,1.0681521
1326.2219485675419,1.0001328,1.0898958
1326.2233374394582,0.99988616,1.1214701
1326.2247263114923,0.99994403,1.1313616
1326.226115183409,1.0000291,1.2209097
1326.2275040554418,1.00008,1.1472899
1326.2288929274757,1.0000353,1.1319456
1326.2302817993932,1.0002255,0.9781616
1326.231670671426,1.0001478,1.2068058
1326.2330595433427,1.0000564,1.1538976
1326.2344484153768,0.99986166,1.1120268
1326.2358372874096,1.0001978,1.1071603
1326.2372261593264,0.99985474,1.1940707
1326.2386150313605,1.0000926,0.9495002
